"REF_DATE","GEO","DGUID","Census year (2)","Age (in single years), average age and median age (128)","Gender (3a)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Newfoundland and Labrador","2021A000210","2021","85","Total - Gender","","0","units","0","","2.1.109.1","1765","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","85","Men+","","0","units","0","","2.1.109.2","730","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","85","Women+","","0","units","0","","2.1.109.3","1035","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","86","Total - Gender","","0","units","0","","2.1.110.1","1560","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","86","Men+","","0","units","0","","2.1.110.2","665","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","86","Women+","","0","units","0","","2.1.110.3","895","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","87","Total - Gender","","0","units","0","","2.1.111.1","1300","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","87","Men+","","0","units","0","","2.1.111.2","560","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","87","Women+","","0","units","0","","2.1.111.3","745","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","88","Total - Gender","","0","units","0","","2.1.112.1","1130","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","88","Men+","","0","units","0","","2.1.112.2","455","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","88","Women+","","0","units","0","","2.1.112.3","680","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","89","Total - Gender","","0","units","0","","2.1.113.1","985","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","89","Men+","","0","units","0","","2.1.113.2","425","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","89","Women+","","0","units","0","","2.1.113.3","560","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","90 to 94 years","Total - Gender","","0","units","0","","2.1.114.1","2710","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","90 to 94 years","Men+","","0","units","0","","2.1.114.2","840","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","90 to 94 years","Women+","","0","units","0","","2.1.114.3","1875","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","90","Total - Gender","","0","units","0","","2.1.115.1","810","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","90","Men+","","0","units","0","","2.1.115.2","275","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","90","Women+","","0","units","0","","2.1.115.3","535","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","91","Total - Gender","","0","units","0","","2.1.116.1","690","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","91","Men+","","0","units","0","","2.1.116.2","220","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","91","Women+","","0","units","0","","2.1.116.3","465","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","92","Total - Gender","","0","units","0","","2.1.117.1","475","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","92","Men+","","0","units","0","","2.1.117.2","150","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","92","Women+","","0","units","0","","2.1.117.3","325","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","93","Total - Gender","","0","units","0","","2.1.118.1","395","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","93","Men+","","0","units","0","","2.1.118.2","110","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","93","Women+","","0","units","0","","2.1.118.3","290","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","94","Total - Gender","","0","units","0","","2.1.119.1","340","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","94","Men+","","0","units","0","","2.1.119.2","80","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","94","Women+","","0","units","0","","2.1.119.3","260","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","95 to 99 years","Total - Gender","","0","units","0","","2.1.120.1","620","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","95 to 99 years","Men+","","0","units","0","","2.1.120.2","135","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","95 to 99 years","Women+","","0","units","0","","2.1.120.3","480","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","95","Total - Gender","","0","units","0","","2.1.121.1","270","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","95","Men+","","0","units","0","","2.1.121.2","55","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","95","Women+","","0","units","0","","2.1.121.3","215","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","96","Total - Gender","","0","units","0","","2.1.122.1","140","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","96","Men+","","0","units","0","","2.1.122.2","30","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","96","Women+","","0","units","0","","2.1.122.3","105","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","97","Total - Gender","","0","units","0","","2.1.123.1","80","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","97","Men+","","0","units","0","","2.1.123.2","20","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","97","Women+","","0","units","0","","2.1.123.3","60","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","98","Total - Gender","","0","units","0","","2.1.124.1","80","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","98","Men+","","0","units","0","","2.1.124.2","20","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","98","Women+","","0","units","0","","2.1.124.3","60","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","99","Total - Gender","","0","units","0","","2.1.125.1","50","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","99","Men+","","0","units","0","","2.1.125.2","10","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","99","Women+","","0","units","0","","2.1.125.3","40","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","100 years and over","Total - Gender","","0","units","0","","2.1.126.1","80","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","100 years and over","Men+","","0","units","0","","2.1.126.2","10","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","100 years and over","Women+","","0","units","0","","2.1.126.3","65","","","","0"
"2021","Newfoundland and Labrador","2021A000210","2021","Average age","Total - Gender","","0","units","0","","2.1.127.1","45.5","","","","1"
"2021","Newfoundland and Labrador","2021A000210","2021","Average age","Men+","","0","units","0","","2.1.127.2","44.7","","","","1"
"2021","Newfoundland and Labrador","2021A000210","2021","Average age","Women+","","0","units","0","","2.1.127.3","46.3","","","","1"
"2021","Newfoundland and Labrador","2021A000210","2021","Median age","Total - Gender","","0","units","0","","2.1.128.1","48.4","","","","1"
"2021","Newfoundland and Labrador","2021A000210","2021","Median age","Men+","","0","units","0","","2.1.128.2","47.6","","","","1"
"2021","Newfoundland and Labrador","2021A000210","2021","Median age","Women+","","0","units","0","","2.1.128.3","49.2","","","","1"
"2021","Prince Edward Island","2021A000211","2021","Total - Age","Total - Gender","","0","units","0","","7.1.1.1","154330","","","","0"
"2021","Prince Edward Island","2021A000211","2021","Total - Age","Men+","","0","units","0","","7.1.1.2","75385","","","","0"
"2021","Prince Edward Island","2021A000211","2021","Total - Age","Women+","","0","units","0","","7.1.1.3","78945","","","","0"
"2021","Prince Edward Island","2021A000211","2021","0 to 14 years","Total - Gender","","0","units","0","","7.1.2.1","23640","","","","0"
"2021","Prince Edward Island","2021A000211","2021","0 to 14 years","Men+","","0","units","0","","7.1.2.2","12125","","","","0"
"2021","Prince Edward Island","2021A000211","2021","0 to 14 years","Women+","","0","units","0","","7.1.2.3","11520","","","","0"
"2021","Prince Edward Island","2021A000211","2021","0 to 4 years","Total - Gender","","0","units","0","","7.1.3.1","6750","","","","0"
"2021","Prince Edward Island","2021A000211","2021","0 to 4 years","Men+","","0","units","0","","7.1.3.2","3480","","","","0"
"2021","Prince Edward Island","2021A000211","2021","0 to 4 years","Women+","","0","units","0","","7.1.3.3","3275","","","","0"
"2021","Prince Edward Island","2021A000211","2021","Under 1 year","Total - Gender","","0","units","0","","7.1.4.1","1285","","","","0"
"2021","Prince Edward Island","2021A000211","2021","Under 1 year","Men+","","0","units","0","","7.1.4.2","655","","","","0"
"2021","Prince Edward Island","2021A000211","2021","Under 1 year","Women+","","0","units","0","","7.1.4.3","630","","","","0"
"2021","Prince Edward Island","2021A000211","2021","1","Total - Gender","","0","units","0","","7.1.5.1","1290","","","","0"
"2021","Prince Edward Island","2021A000211","2021","1","Men+","","0","units","0","","7.1.5.2","635","","","","0"
"2021","Prince Edward Island","2021A000211","2021","1","Women+","","0","units","0","","7.1.5.3","655","","","","0"
"2021","Prince Edward Island","2021A000211","2021","2","Total - Gender","","0","units","0","","7.1.6.1","1305","","","","0"
"2021","Prince Edward Island","2021A000211","2021","2","Men+","","0","units","0","","7.1.6.2","655","","","","0"
"2021","Prince Edward Island","2021A000211","2021","2","Women+","","0","units","0","","7.1.6.3","650","","","","0"
"2021","Prince Edward Island","2021A000211","2021","3","Total - Gender","","0","units","0","","7.1.7.1","1370","","","","0"
"2021","Prince Edward Island","2021A000211","2021","3","Men+","","0","units","0","","7.1.7.2","730","","","","0"
"2021","Prince Edward Island","2021A000211","2021","3","Women+","","0","units","0","","7.1.7.3","640","","","","0"
"2021","Prince Edward Island","2021A000211","2021","4","Total - Gender","","0","units","0","","7.1.8.1","1500","","","","0"
"2021","Prince Edward Island","2021A000211","2021","4","Men+","","0","units","0","","7.1.8.2","805","","","","0"
"2021","Prince Edward Island","2021A000211","2021","4","Women+","","0","units","0","","7.1.8.3","700","","","","0"
"2021","Prince Edward Island","2021A000211","2021","5 to 9 years","Total - Gender","","0","units","0","","7.1.9.1","8090","","","","0"
"2021","Prince Edward Island","2021A000211","2021","5 to 9 years","Men+","","0","units","0","","7.1.9.2","4190","","","","0"
"2021","Prince Edward Island","2021A000211","2021","5 to 9 years","Women+","","0","units","0","","7.1.9.3","3900","","","","0"
"2021","Prince Edward Island","2021A000211","2021","5","Total - Gender","","0","units","0","","7.1.10.1","1515","","","","0"
"2021","Prince Edward Island","2021A000211","2021","5","Men+","","0","units","0","","7.1.10.2","810","","","","0"
"2021","Prince Edward Island","2021A000211","2021","5","Women+","","0","units","0","","7.1.10.3","705","","","","0"
"2021","Prince Edward Island","2021A000211","2021","6","Total - Gender","","0","units","0","","7.1.11.1","1640","","","","0"
"2021","Prince Edward Island","2021A000211","2021","6","Men+","","0","units","0","","7.1.11.2","875","","","","0"
"2021","Prince Edward Island","2021A000211","2021","6","Women+","","0","units","0","","7.1.11.3","760","","","","0"
"2021","Prince Edward Island","2021A000211","2021","7","Total - Gender","","0","units","0","","7.1.12.1","1650","","","","0"
"2021","Prince Edward Island","2021A000211","2021","7","Men+","","0","units","0","","7.1.12.2","840","","","","0"
"2021","Prince Edward Island","2021A000211","2021","7","Women+","","0","units","0","","7.1.12.3","805","","","","0"
"2021","Prince Edward Island","2021A000211","2021","8","Total - Gender","","0","units","0","","7.1.13.1","1580","","","","0"
"2021","Prince Edward Island","2021A000211","2021","8","Men+","","0","units","0","","7.1.13.2","795","","","","0"
"2021","Prince Edward Island","2021A000211","2021","8","Women+","","0","units","0","","7.1.13.3","780","","","","0"
"2021","Prince Edward Island","2021A000211","2021","9","Total - Gender","","0","units","0","","7.1.14.1","1705","","","","0"
"2021","Prince Edward Island","2021A000211","2021","9","Men+","","0","units","0","","7.1.14.2","865","","","","0"
"2021","Prince Edward Island","2021A000211","2021","9","Women+","","0","units","0","","7.1.14.3","845","","","","0"
"2021","Prince Edward Island","2021A000211","2021","10 to 14 years","Total - Gender","","0","units","0","","7.1.15.1","8795","","","","0"
"2021","Prince Edward Island","2021A000211","2021","10 to 14 years","Men+","","0","units","0","","7.1.15.2","4455","","","","0"
"2021","Prince Edward Island","2021A000211","2021","10 to 14 years","Women+","","0","units","0","","7.1.15.3","4340","","","","0"
"2021","Prince Edward Island","2021A000211","2021","10","Total - Gender","","0","units","0","","7.1.16.1","1705","","","","0"
"2021","Prince Edward Island","2021A000211","2021","10","Men+","","0","units","0","","7.1.16.2","885","","","","0"
"2021","Prince Edward Island","2021A000211","2021","10","Women+","","0","units","0","","7.1.16.3","820","","","","0"
"2021","Prince Edward Island","2021A000211","2021","11","Total - Gender","","0","units","0","","7.1.17.1","1760","","","","0"
"2021","Prince Edward Island","2021A000211","2021","11","Men+","","0","units","0","","7.1.17.2","895","","","","0"
"2021","Prince Edward Island","2021A000211","2021","11","Women+","","0","units","0","","7.1.17.3","865","","","","0"
"2021","Prince Edward Island","2021A000211","2021","12","Total - Gender","","0","units","0","","7.1.18.1","1780","","","","0"
"2021","Prince Edward Island","2021A000211","2021","12","Men+","","0","units","0","","7.1.18.2","915","","","","0"
"2021","Prince Edward Island","2021A000211","2021","12","Women+","","0","units","0","","7.1.18.3","865","","","","0"
"2021","Prince Edward Island","2021A000211","2021","13","Total - Gender","","0","units","0","","7.1.19.1","1780","","","","0"
"2021","Prince Edward Island","2021A000211","2021","13","Men+","","0","units","0","","7.1.19.2","855","","","","0"
"2021","Prince Edward Island","2021A000211","2021","13","Women+","","0","units","0","","7.1.19.3","920","","","","0"
"2021","Prince Edward Island","2021A000211","2021","14","Total - Gender","","0","units","0","","7.1.20.1","1780","","","","0"
"2021","Prince Edward Island","2021A000211","2021","14","Men+","","0","units","0","","7.1.20.2","910","","","","0"
"2021","Prince Edward Island","2021A000211","2021","14","Women+","","0","units","0","","7.1.20.3","875","","","","0"
"2021","Prince Edward Island","2021A000211","2021","15 to 64 years","Total - Gender","","0","units","0","","7.1.21.1","97985","","","","0"
"2021","Prince Edward Island","2021A000211","2021","15 to 64 years","Men+","","0","units","0","","7.1.21.2","48210","","","","0"
"2021","Prince Edward Island","2021A000211","2021","15 to 64 years","Women+","","0","units","0","","7.1.21.3","49780","","","","0"
"2021","Prince Edward Island","2021A000211","2021","15 to 19 years","Total - Gender","","0","units","0","","7.1.22.1","8560","","","","0"
"2021","Prince Edward Island","2021A000211","2021","15 to 19 years","Men+","","0","units","0","","7.1.22.2","4335","","","","0"
"2021","Prince Edward Island","2021A000211","2021","15 to 19 years","Women+","","0","units","0","","7.1.22.3","4225","","","","0"
"2021","Prince Edward Island","2021A000211","2021","15","Total - Gender","","0","units","0","","7.1.23.1","1650","","","","0"
"2021","Prince Edward Island","2021A000211","2021","15","Men+","","0","units","0","","7.1.23.2","825","","","","0"
"2021","Prince Edward Island","2021A000211","2021","15","Women+","","0","units","0","","7.1.23.3","825","","","","0"
"2021","Prince Edward Island","2021A000211","2021","16","Total - Gender","","0","units","0","","7.1.24.1","1825","","","","0"
"2021","Prince Edward Island","2021A000211","2021","16","Men+","","0","units","0","","7.1.24.2","935","","","","0"
"2021","Prince Edward Island","2021A000211","2021","16","Women+","","0","units","0","","7.1.24.3","885","","","","0"
"2021","Prince Edward Island","2021A000211","2021","17","Total - Gender","","0","units","0","","7.1.25.1","1700","","","","0"
"2021","Prince Edward Island","2021A000211","2021","17","Men+","","0","units","0","","7.1.25.2","885","","","","0"
"2021","Prince Edward Island","2021A000211","2021","17","Women+","","0","units","0","","7.1.25.3","815","","","","0"
"2021","Prince Edward Island","2021A000211","2021","18","Total - Gender","","0","units","0","","7.1.26.1","1685","","","","0"
"2021","Prince Edward Island","2021A000211","2021","18","Men+","","0","units","0","","7.1.26.2","825","","","","0"
"2021","Prince Edward Island","2021A000211","2021","18","Women+","","0","units","0","","7.1.26.3","860","","","","0"
"2021","Prince Edward Island","2021A000211","2021","19","Total - Gender","","0","units","0","","7.1.27.1","1705","","","","0"
"2021","Prince Edward Island","2021A000211","2021","19","Men+","","0","units","0","","7.1.27.2","865","","","","0"
"2021","Prince Edward Island","2021A000211","2021","19","Women+","","0","units","0","","7.1.27.3","835","","","","0"
"2021","Prince Edward Island","2021A000211","2021","20 to 24 years","Total - Gender","","0","units","0","","7.1.28.1","10575","","","","0"
"2021","Prince Edward Island","2021A000211","2021","20 to 24 years","Men+","","0","units","0","","7.1.28.2","5570","","","","0"
"2021","Prince Edward Island","2021A000211","2021","20 to 24 years","Women+","","0","units","0","","7.1.28.3","5005","","","","0"
"2021","Prince Edward Island","2021A000211","2021","20","Total - Gender","","0","units","0","","7.1.29.1","1905","","","","0"
"2021","Prince Edward Island","2021A000211","2021","20","Men+","","0","units","0","","7.1.29.2","960","","","","0"
"2021","Prince Edward Island","2021A000211","2021","20","Women+","","0","units","0","","7.1.29.3","940","","","","0"
"2021","Prince Edward Island","2021A000211","2021","21","Total - Gender","","0","units","0","","7.1.30.1","2130","","","","0"
"2021","Prince Edward Island","2021A000211","2021","21","Men+","","0","units","0","","7.1.30.2","1065","","","","0"
"2021","Prince Edward Island","2021A000211","2021","21","Women+","","0","units","0","","7.1.30.3","1060","","","","0"
"2021","Prince Edward Island","2021A000211","2021","22","Total - Gender","","0","units","0","","7.1.31.1","2310","","","","0"
"2021","Prince Edward Island","2021A000211","2021","22","Men+","","0","units","0","","7.1.31.2","1235","","","","0"
"2021","Prince Edward Island","2021A000211","2021","22","Women+","","0","units","0","","7.1.31.3","1070","","","","0"
"2021","Prince Edward Island","2021A000211","2021","23","Total - Gender","","0","units","0","","7.1.32.1","2190","","","","0"
"2021","Prince Edward Island","2021A000211","2021","23","Men+","","0","units","0","","7.1.32.2","1195","","","","0"
"2021","Prince Edward Island","2021A000211","2021","23","Women+","","0","units","0","","7.1.32.3","995","","","","0"
"2021","Prince Edward Island","2021A000211","2021","24","Total - Gender","","0","units","0","","7.1.33.1","2050","","","","0"
"2021","Prince Edward Island","2021A000211","2021","24","Men+","","0","units","0","","7.1.33.2","1110","","","","0"
"2021","Prince Edward Island","2021A000211","2021","24","Women+","","0","units","0","","7.1.33.3","940","","","","0"
"2021","Prince Edward Island","2021A000211","2021","25 to 29 years","Total - Gender","","0","units","0","","7.1.34.1","9200","","","","0"
"2021","Prince Edward Island","2021A000211","2021","25 to 29 years","Men+","","0","units","0","","7.1.34.2","4765","","","","0"
"2021","Prince Edward Island","2021A000211","2021","25 to 29 years","Women+","","0","units","0","","7.1.34.3","4435","","","","0"
"2021","Prince Edward Island","2021A000211","2021","25","Total - Gender","","0","units","0","","7.1.35.1","2030","","","","0"
"2021","Prince Edward Island","2021A000211","2021","25","Men+","","0","units","0","","7.1.35.2","1110","","","","0"
"2021","Prince Edward Island","2021A000211","2021","25","Women+","","0","units","0","","7.1.35.3","930","","","","0"
"2021","Prince Edward Island","2021A000211","2021","26","Total - Gender","","0","units","0","","7.1.36.1","1855","","","","0"
"2021","Prince Edward Island","2021A000211","2021","26","Men+","","0","units","0","","7.1.36.2","960","","","","0"
"2021","Prince Edward Island","2021A000211","2021","26","Women+","","0","units","0","","7.1.36.3","895","","","","0"
"2021","Prince Edward Island","2021A000211","2021","27","Total - Gender","","0","units","0","","7.1.37.1","1760","","","","0"
"2021","Prince Edward Island","2021A000211","2021","27","Men+","","0","units","0","","7.1.37.2","875","","","","0"
"2021","Prince Edward Island","2021A000211","2021","27","Women+","","0","units","0","","7.1.37.3","885","","","","0"
"2021","Prince Edward Island","2021A000211","2021","28","Total - Gender","","0","units","0","","7.1.38.1","1725","","","","0"
"2021","Prince Edward Island","2021A000211","2021","28","Men+","","0","units","0","","7.1.38.2","885","","","","0"
"2021","Prince Edward Island","2021A000211","2021","28","Women+","","0","units","0","","7.1.38.3","845","","","","0"
"2021","Prince Edward Island","2021A000211","2021","29","Total - Gender","","0","units","0","","7.1.39.1","1830","","","","0"
"2021","Prince Edward Island","2021A000211","2021","29","Men+","","0","units","0","","7.1.39.2","940","","","","0"
"2021","Prince Edward Island","2021A000211","2021","29","Women+","","0","units","0","","7.1.39.3","885","","","","0"
"2021","Prince Edward Island","2021A000211","2021","30 to 34 years","Total - Gender","","0","units","0","","7.1.40.1","8995","","","","0"
"2021","Prince Edward Island","2021A000211","2021","30 to 34 years","Men+","","0","units","0","","7.1.40.2","4315","","","","0"
"2021","Prince Edward Island","2021A000211","2021","30 to 34 years","Women+","","0","units","0","","7.1.40.3","4680","","","","0"
"2021","Prince Edward Island","2021A000211","2021","30","Total - Gender","","0","units","0","","7.1.41.1","1835","","","","0"
"2021","Prince Edward Island","2021A000211","2021","30","Men+","","0","units","0","","7.1.41.2","875","","","","0"
"2021","Prince Edward Island","2021A000211","2021","30","Women+","","0","units","0","","7.1.41.3","960","","","","0"
"2021","Prince Edward Island","2021A000211","2021","31","Total - Gender","","0","units","0","","7.1.42.1","1830","","","","0"
"2021","Prince Edward Island","2021A000211","2021","31","Men+","","0","units","0","","7.1.42.2","905","","","","0"
"2021","Prince Edward Island","2021A000211","2021","31","Women+","","0","units","0","","7.1.42.3","925","","","","0"
"2021","Prince Edward Island","2021A000211","2021","32","Total - Gender","","0","units","0","","7.1.43.1","1785","","","","0"
"2021","Prince Edward Island","2021A000211","2021","32","Men+","","0","units","0","","7.1.43.2","860","","","","0"
"2021","Prince Edward Island","2021A000211","2021","32","Women+","","0","units","0","","7.1.43.3","925","","","","0"
"2021","Prince Edward Island","2021A000211","2021","33","Total - Gender","","0","units","0","","7.1.44.1","1725","","","","0"
"2021","Prince Edward Island","2021A000211","2021","33","Men+","","0","units","0","","7.1.44.2","830","","","","0"
"2021","Prince Edward Island","2021A000211","2021","33","Women+","","0","units","0","","7.1.44.3","895","","","","0"
"2021","Prince Edward Island","2021A000211","2021","34","Total - Gender","","0","units","0","","7.1.45.1","1825","","","","0"
"2021","Prince Edward Island","2021A000211","2021","34","Men+","","0","units","0","","7.1.45.2","845","","","","0"
"2021","Prince Edward Island","2021A000211","2021","34","Women+","","0","units","0","","7.1.45.3","980","","","","0"
"2021","Prince Edward Island","2021A000211","2021","35 to 39 years","Total - Gender","","0","units","0","","7.1.46.1","8980","","","","0"
"2021","Prince Edward Island","2021A000211","2021","35 to 39 years","Men+","","0","units","0","","7.1.46.2","4295","","","","0"
"2021","Prince Edward Island","2021A000211","2021","35 to 39 years","Women+","","0","units","0","","7.1.46.3","4685","","","","0"
"2021","Prince Edward Island","2021A000211","2021","35","Total - Gender","","0","units","0","","7.1.47.1","1815","","","","0"
"2021","Prince Edward Island","2021A000211","2021","35","Men+","","0","units","0","","7.1.47.2","900","","","","0"
"2021","Prince Edward Island","2021A000211","2021","35","Women+","","0","units","0","","7.1.47.3","915","","","","0"
"2021","Prince Edward Island","2021A000211","2021","36","Total - Gender","","0","units","0","","7.1.48.1","1755","","","","0"
"2021","Prince Edward Island","2021A000211","2021","36","Men+","","0","units","0","","7.1.48.2","870","","","","0"
"2021","Prince Edward Island","2021A000211","2021","36","Women+","","0","units","0","","7.1.48.3","885","","","","0"
"2021","Prince Edward Island","2021A000211","2021","37","Total - Gender","","0","units","0","","7.1.49.1","1775","","","","0"
"2021","Prince Edward Island","2021A000211","2021","37","Men+","","0","units","0","","7.1.49.2","815","","","","0"
"2021","Prince Edward Island","2021A000211","2021","37","Women+","","0","units","0","","7.1.49.3","960","","","","0"
"2021","Prince Edward Island","2021A000211","2021","38","Total - Gender","","0","units","0","","7.1.50.1","1825","","","","0"
"2021","Prince Edward Island","2021A000211","2021","38","Men+","","0","units","0","","7.1.50.2","870","","","","0"
"2021","Prince Edward Island","2021A000211","2021","38","Women+","","0","units","0","","7.1.50.3","955","","","","0"
"2021","Prince Edward Island","2021A000211","2021","39","Total - Gender","","0","units","0","","7.1.51.1","1805","","","","0"
"2021","Prince Edward Island","2021A000211","2021","39","Men+","","0","units","0","","7.1.51.2","840","","","","0"
"2021","Prince Edward Island","2021A000211","2021","39","Women+","","0","units","0","","7.1.51.3","970","","","","0"
"2021","Prince Edward Island","2021A000211","2021","40 to 44 years","Total - Gender","","0","units","0","","7.1.52.1","9130","","","","0"
"2021","Prince Edward Island","2021A000211","2021","40 to 44 years","Men+","","0","units","0","","7.1.52.2","4360","","","","0"
"2021","Prince Edward Island","2021A000211","2021","40 to 44 years","Women+","","0","units","0","","7.1.52.3","4770","","","","0"
"2021","Prince Edward Island","2021A000211","2021","40","Total - Gender","","0","units","0","","7.1.53.1","1760","","","","0"
"2021","Prince Edward Island","2021A000211","2021","40","Men+","","0","units","0","","7.1.53.2","835","","","","0"
"2021","Prince Edward Island","2021A000211","2021","40","Women+","","0","units","0","","7.1.53.3","930","","","","0"
"2021","Prince Edward Island","2021A000211","2021","41","Total - Gender","","0","units","0","","7.1.54.1","1800","","","","0"
"2021","Prince Edward Island","2021A000211","2021","41","Men+","","0","units","0","","7.1.54.2","845","","","","0"
"2021","Prince Edward Island","2021A000211","2021","41","Women+","","0","units","0","","7.1.54.3","955","","","","0"
"2021","Prince Edward Island","2021A000211","2021","42","Total - Gender","","0","units","0","","7.1.55.1","1895","","","","0"
"2021","Prince Edward Island","2021A000211","2021","42","Men+","","0","units","0","","7.1.55.2","925","","","","0"
"2021","Prince Edward Island","2021A000211","2021","42","Women+","","0","units","0","","7.1.55.3","970","","","","0"
"2021","Prince Edward Island","2021A000211","2021","43","Total - Gender","","0","units","0","","7.1.56.1","1845","","","","0"
"2021","Prince Edward Island","2021A000211","2021","43","Men+","","0","units","0","","7.1.56.2","910","","","","0"
"2021","Prince Edward Island","2021A000211","2021","43","Women+","","0","units","0","","7.1.56.3","935","","","","0"
"2021","Prince Edward Island","2021A000211","2021","44","Total - Gender","","0","units","0","","7.1.57.1","1825","","","","0"
"2021","Prince Edward Island","2021A000211","2021","44","Men+","","0","units","0","","7.1.57.2","845","","","","0"
"2021","Prince Edward Island","2021A000211","2021","44","Women+","","0","units","0","","7.1.57.3","980","","","","0"
"2021","Prince Edward Island","2021A000211","2021","45 to 49 years","Total - Gender","","0","units","0","","7.1.58.1","9510","","","","0"
"2021","Prince Edward Island","2021A000211","2021","45 to 49 years","Men+","","0","units","0","","7.1.58.2","4620","","","","0"
"2021","Prince Edward Island","2021A000211","2021","45 to 49 years","Women+","","0","units","0","","7.1.58.3","4885","","","","0"
"2021","Prince Edward Island","2021A000211","2021","45","Total - Gender","","0","units","0","","7.1.59.1","1820","","","","0"
"2021","Prince Edward Island","2021A000211","2021","45","Men+","","0","units","0","","7.1.59.2","860","","","","0"
"2021","Prince Edward Island","2021A000211","2021","45","Women+","","0","units","0","","7.1.59.3","960","","","","0"
"2021","Prince Edward Island","2021A000211","2021","46","Total - Gender","","0","units","0","","7.1.60.1","1875","","","","0"
"2021","Prince Edward Island","2021A000211","2021","46","Men+","","0","units","0","","7.1.60.2","900","","","","0"
"2021","Prince Edward Island","2021A000211","2021","46","Women+","","0","units","0","","7.1.60.3","975","","","","0"
"2021","Prince Edward Island","2021A000211","2021","47","Total - Gender","","0","units","0","","7.1.61.1","1895","","","","0"
"2021","Prince Edward Island","2021A000211","2021","47","Men+","","0","units","0","","7.1.61.2","930","","","","0"
"2021","Prince Edward Island","2021A000211","2021","47","Women+","","0","units","0","","7.1.61.3","970","","","","0"
"2021","Prince Edward Island","2021A000211","2021","48","Total - Gender","","0","units","0","","7.1.62.1","1890","","","","0"
"2021","Prince Edward Island","2021A000211","2021","48","Men+","","0","units","0","","7.1.62.2","950","","","","0"
"2021","Prince Edward Island","2021A000211","2021","48","Women+","","0","units","0","","7.1.62.3","940","","","","0"
"2021","Prince Edward Island","2021A000211","2021","49","Total - Gender","","0","units","0","","7.1.63.1","2030","","","","0"
"2021","Prince Edward Island","2021A000211","2021","49","Men+","","0","units","0","","7.1.63.2","980","","","","0"
"2021","Prince Edward Island","2021A000211","2021","49","Women+","","0","units","0","","7.1.63.3","1050","","","","0"
"2021","Prince Edward Island","2021A000211","2021","50 to 54 years","Total - Gender","","0","units","0","","7.1.64.1","9960","","","","0"
